food_id,food_name,arabic_name,category,cuisine,serving_size_g,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,potassium_mg,calcium_mg,iron_mg,magnesium_mg,cholesterol_mg,vitamin_a_mcg,vitamin_c_mg,vitamin_d_mcg,vitamin_b12_mcg,zinc_mg,phosphorus_mg,water_g,is_vegan,is_vegetarian,is_halal,glycemic_index,meal_type,country
7830,Peanuts (Fresh),,Nuts,International,100,542.8,19.8,16.4,49.2,5.7,17.9,1008,1169,112,3.6,211,211,788,23.6,6.6,5.34,5.56,510,56.6,true,true,true,78,Breakfast,Japan
7831,Greek Yogurt (Spicy),,Dairy,International,100,129.3,8.7,5.6,6.4,6.5,7.2,577,473,91,6.8,80,316,444,19.2,1.8,2.26,1.34,315,46.0,false,true,true,73,Dinner,Japan
7832,Salmon (Baked),,Protein,International,200,469.8,47.4,2.1,20.2,7.8,4.1,877,129,195,8.8,168,362,932,71.6,11.7,1.28,0.95,133,83.6,false,false,true,30,Lunch,France
7833,Guava (With Rice),,Fruit,International,300,166.3,2.8,43.6,1.0,5.7,13.3,891,448,50,9.6,111,0,1292,149.2,1.5,5.17,2.76,305,94.1,true,true,true,83,Lunch,Mexico
7834,Lamb (Traditional),,Protein,International,50,89.4,13.1,0.6,5.7,4.4,5.1,481,717,299,2.1,119,92,1026,90.4,10.5,4.32,4.71,683,20.7,false,false,true,31,Breakfast,Turkey
7835,Labneh (Organic),,Dairy,International,150,175.8,10.9,8.5,8.7,3.7,7.6,416,690,281,7.1,137,13,745,106.4,11.2,0.91,7.11,538,61.1,false,true,true,81,Breakfast,India
7836,Cheddar Cheese (Baked),,Dairy,International,300,324.5,21.3,16.3,17.9,2.7,2.8,23,62,486,2.8,122,196,167,104.9,9.5,0.85,7.85,545,29.8,false,true,true,44,Breakfast,Mexico
7837,White Rice (Raw),,Grains,International,80,151.6,4.3,28.0,1.6,10.6,12.3,177,681,108,4.8,121,0,1109,3.9,6.2,7.8,4.86,33,92.2,true,true,true,39,Breakfast,Turkey
7838,Walnuts (Spicy),,Nuts,International,90,543.2,17.2,16.8,43.4,8.2,4.4,788,866,409,4.7,131,123,1215,80.3,0.5,7.6,0.34,619,53.4,true,true,true,84,Lunch,India
7839,Bulgur (With Rice),,Grains,International,150,267.9,9.8,54.6,3.4,4.1,15.4,916,210,307,9.6,26,0,237,94.6,11.4,0.35,3.97,193,65.0,true,true,true,88,Dinner,Mexico
7840,Walnuts (Grilled),,Nuts,International,120,614.2,21.5,20.9,62.0,1.5,17.1,1135,506,108,1.1,235,13,968,134.5,4.4,4.73,5.61,621,57.1,true,true,true,78,Dinner,Japan
7841,Ful Medames (Boiled),,Egyptian,Egyptian,90,205.3,10.3,21.4,8.9,10.4,14.2,848,934,129,4.3,51,291,874,18.1,6.6,1.05,4.5,318,58.7,false,false,true,66,Dinner,Egypt
7842,Whole Wheat Bread (With Rice),,Grains,International,200,369.1,12.6,76.3,4.3,3.5,18.2,916,209,130,1.6,46,0,514,53.0,11.2,6.04,5.0,420,71.9,true,true,true,42,Snack,Mexico
7843,Oats (Boiled),,Grains,International,50,99.3,3.0,15.8,1.1,4.9,2.4,979,126,451,7.1,37,0,882,113.8,6.3,1.43,0.57,700,32.8,true,true,true,23,Snack,Turkey
7844,Almonds (Roasted),,Nuts,International,50,343.1,9.8,9.5,23.7,4.4,3.9,114,814,270,5.5,26,181,1050,3.7,10.9,0.26,0.28,111,84.8,true,true,true,25,Lunch,India
7845,Konafa (With Sauce),,Egyptian,Egyptian,75,156.5,6.9,15.7,6.8,1.3,14.9,163,959,463,5.9,13,7,616,129.0,8.8,6.8,2.36,420,88.8,false,false,true,22,Dinner,Egypt
7846,Carrot (Low Fat),,Vegetable,International,75,23.5,1.6,4.9,0.2,10.2,0.1,1073,286,57,0.6,116,0,376,51.4,4.1,4.76,3.56,355,78.6,true,true,true,92,Snack,India
7847,Sobia (Traditional),,Egyptian,Egyptian,120,269.1,12.5,23.9,10.8,5.4,13.1,299,579,174,9.1,234,361,1170,95.2,6.7,0.08,6.64,671,33.4,false,false,true,77,Breakfast,Egypt
7848,Egyptian Lentil Soup (Roasted),,Egyptian,Egyptian,50,106.8,5.4,10.5,4.5,1.7,17.8,598,129,58,4.1,136,206,118,31.8,10.5,2.18,6.45,553,74.9,false,false,true,42,Snack,Egypt
7849,Turnip (Cooked),,Vegetable,International,200,65.8,4.2,16.0,0.6,0.2,9.3,93,508,282,4.7,169,0,468,51.9,0.1,5.81,7.63,46,64.6,true,true,true,59,Lunch,India
7850,Hazelnuts (Organic),,Nuts,International,75,387.2,13.5,12.7,38.3,2.7,6.8,564,1144,227,1.2,186,279,481,126.3,10.4,4.17,2.91,342,77.0,true,true,true,49,Dinner,Mexico
7851,Papaya (Organic),,Fruit,International,120,71.1,1.2,17.5,0.5,4.5,18.3,628,459,79,3.2,234,0,227,123.3,0.4,6.01,1.9,566,62.5,true,true,true,71,Breakfast,France
7852,Kiwi (Baked),,Fruit,International,50,31.7,0.5,6.4,0.2,10.9,12.4,1060,717,324,9.4,218,0,222,9.2,3.8,7.73,3.72,358,58.3,true,true,true,25,Snack,Mexico
7853,Broccoli (Fresh),,Vegetable,International,50,19.5,0.9,3.9,0.2,9.9,19.7,330,739,311,4.9,143,0,1093,12.7,0.8,0.12,4.31,272,51.4,true,true,true,62,Snack,India
7854,Strawberry (Homemade),,Fruit,International,100,59.6,1.1,15.4,0.4,9.5,9.1,887,513,486,7.3,186,0,791,14.3,8.2,2.6,1.93,489,42.7,true,true,true,72,Breakfast,Turkey
7855,Whole Wheat Bread (Baked),,Grains,International,250,386.3,16.6,92.2,5.6,3.3,13.9,1184,1162,375,7.8,117,0,41,95.6,1.5,1.77,7.35,154,70.2,true,true,true,33,Breakfast,Italy
7856,Mozzarella (Raw),,Dairy,International,50,52.1,3.9,2.9,3.2,1.5,9.7,1176,431,109,2.2,49,369,596,30.0,3.4,0.47,3.33,287,68.9,false,true,true,31,Snack,Japan
7857,Almonds (Roasted),,Nuts,International,100,588.2,17.5,16.3,53.4,4.7,5.6,72,770,396,4.1,7,66,73,149.1,8.7,3.96,1.58,395,28.7,true,true,true,67,Breakfast,USA
7858,Peanuts (Restaurant Style),,Nuts,International,150,1016.0,30.0,30.5,76.7,8.6,4.3,645,1059,31,7.8,217,80,662,79.0,4.1,1.48,7.09,178,75.1,true,true,true,41,Lunch,USA
7859,Pasta (Baked),,Grains,International,100,198.3,6.6,37.5,2.1,6.0,6.2,582,879,253,4.2,175,0,1178,40.7,11.2,5.63,3.01,492,60.7,true,true,true,45,Lunch,USA
7860,Cabbage (Organic),,Vegetable,International,50,15.1,1.0,3.7,0.2,1.8,7.8,116,866,273,8.2,114,0,665,121.0,8.6,4.55,1.43,645,80.9,true,true,true,90,Breakfast,France
7861,Mahshi (Fried),,Egyptian,Egyptian,120,285.8,13.0,29.3,11.1,10.6,7.6,234,448,128,1.2,106,129,223,100.2,2.6,0.54,5.18,252,61.2,false,false,true,82,Snack,Egypt
7862,Garlic (Roasted),,Vegetable,International,180,57.7,3.6,11.6,0.5,2.4,12.6,714,309,181,3.4,233,0,1155,26.6,7.3,0.13,0.73,385,24.3,true,true,true,57,Breakfast,India
7863,Lime (Traditional),,Fruit,International,50,29.1,0.5,8.2,0.2,4.6,9.2,363,766,98,6.4,153,0,1347,74.2,5.3,6.57,3.35,619,41.6,true,true,true,36,Breakfast,France
7864,Oats (Low Fat),,Grains,International,100,185.2,6.0,32.2,1.9,1.1,12.4,532,643,275,8.9,8,0,1102,89.0,7.6,4.11,5.86,604,64.6,true,true,true,82,Breakfast,Italy
7865,Cheddar Cheese (High Protein),,Dairy,International,75,97.6,5.4,4.7,4.1,8.8,7.5,869,1135,164,4.9,113,88,86,60.1,7.5,0.72,0.43,513,79.3,false,true,true,60,Snack,Japan
7866,Feta (Premium),,Dairy,International,250,284.8,19.3,16.4,16.4,3.3,12.4,82,144,105,5.9,132,25,1354,52.7,7.7,4.94,2.39,195,80.7,false,true,true,59,Breakfast,Mexico
7867,Melon (With Rice),,Fruit,International,120,80.6,1.2,16.5,0.4,8.4,5.6,555,742,391,4.4,179,0,823,87.3,11.4,4.27,3.16,144,65.8,true,true,true,85,Snack,Turkey
7868,Mozzarella (Low Fat),,Dairy,International,250,267.4,22.1,14.1,12.8,1.4,3.5,445,770,438,1.3,10,378,24,102.4,0.7,4.48,0.75,225,40.3,false,true,true,57,Snack,France
7869,Besara (Low Fat),,Egyptian,Egyptian,100,191.2,9.9,19.9,9.4,3.9,10.6,790,76,472,8.4,132,334,447,53.5,11.1,1.94,2.97,605,37.2,false,false,true,64,Lunch,Egypt
7870,Milk (Fresh),,Dairy,International,50,62.0,3.9,2.8,3.1,7.9,14.0,766,119,363,0.3,226,331,613,76.8,7.1,5.78,6.77,21,34.3,false,true,true,59,Lunch,Mexico
7871,Pistachios (With Vegetables),,Nuts,International,150,955.8,31.9,23.4,84.2,7.1,18.7,637,836,379,3.2,32,384,1272,128.8,11.2,1.72,0.98,212,28.3,true,true,true,45,Snack,USA
7872,Labneh (With Rice),,Dairy,International,300,308.6,24.8,18.9,17.5,0.2,16.2,652,988,482,2.2,119,12,913,61.5,10.7,6.71,7.03,122,45.1,false,true,true,92,Dinner,Turkey
7873,Greek Yogurt (Traditional),,Dairy,International,250,271.0,20.8,16.1,12.8,3.2,7.8,531,760,379,8.3,157,102,1322,11.2,1.4,0.96,4.25,64,89.3,false,true,true,70,Dinner,Japan
7874,Cheddar Cheese (Spicy),,Dairy,International,180,211.5,13.5,10.7,11.5,0.8,6.3,831,430,488,6.9,27,247,1185,7.6,10.9,1.15,0.9,353,23.3,false,true,true,49,Dinner,USA
7875,Walnuts (With Sauce),,Nuts,International,300,1837.5,59.0,46.7,154.9,11.8,15.0,1174,1090,479,4.2,35,355,720,5.2,7.5,4.96,7.27,251,53.2,true,true,true,54,Snack,USA
7876,Pear (With Rice),,Fruit,International,80,45.0,0.9,12.4,0.4,5.4,16.6,919,934,317,8.3,5,0,954,18.5,10.6,1.2,0.39,412,47.1,true,true,true,66,Dinner,Turkey
7877,Almonds (Raw),,Nuts,International,80,496.2,15.5,14.5,44.8,10.5,17.2,118,141,310,3.1,7,256,1213,104.9,9.7,7.95,6.85,139,59.2,true,true,true,51,Lunch,Mexico
7878,Apricot (Boiled),,Fruit,International,90,51.3,0.9,14.5,0.3,2.3,19.8,690,895,47,6.7,129,0,342,31.4,3.6,3.21,2.58,209,52.6,true,true,true,88,Dinner,Italy
7879,Quinoa (Homemade),,Grains,International,100,164.1,5.8,37.1,2.3,11.1,1.0,872,961,114,5.3,22,0,358,103.8,7.4,0.44,4.39,618,27.1,true,true,true,37,Lunch,USA
7880,Mozzarella (High Protein),,Dairy,International,300,327.9,26.7,17.8,15.4,3.5,8.8,94,689,196,1.6,222,65,1147,108.4,7.0,0.04,7.55,696,24.7,false,true,true,79,Breakfast,France
7881,Duck (Premium),,Protein,International,90,162.8,18.9,0.8,8.7,9.3,4.1,438,1085,318,5.3,190,338,127,114.9,11.1,7.58,5.06,408,83.6,false,false,true,69,Breakfast,Mexico
7882,Feteer Meshaltet (With Sauce),,Egyptian,Egyptian,200,480.5,21.7,46.8,20.1,7.9,1.1,429,445,58,8.6,193,223,1050,59.5,9.9,4.1,6.67,557,33.3,false,false,true,94,Snack,Egypt
7883,Besara (Grilled),,Egyptian,Egyptian,150,321.1,16.3,36.2,11.6,11.6,3.4,132,866,228,8.8,109,373,845,44.9,1.3,7.54,0.47,72,39.6,false,false,true,92,Dinner,Egypt
7884,Bulgur (Baked),,Grains,International,180,309.0,12.4,63.6,3.6,4.1,18.1,697,740,412,9.0,232,0,1050,141.6,11.5,5.69,1.89,60,67.8,true,true,true,29,Dinner,USA
7885,Cheddar Cheese (With Sauce),,Dairy,International,120,141.9,10.9,6.7,7.4,6.8,16.0,1019,897,83,2.7,13,238,302,15.6,0.8,3.68,6.8,478,91.7,false,true,true,80,Breakfast,Turkey
7886,Peanuts (Baked),,Nuts,International,150,862.2,30.2,30.2,69.2,1.0,7.2,935,873,78,6.9,245,371,919,86.1,9.0,0.2,3.57,404,86.5,true,true,true,81,Breakfast,Japan
7887,Duck (Traditional),,Protein,International,50,100.4,10.8,0.6,5.7,0.8,12.1,842,378,388,4.3,162,38,818,122.2,10.2,6.07,3.06,188,87.3,false,false,true,76,Snack,Turkey
7888,Feta (With Sauce),,Dairy,International,120,154.9,9.9,6.8,7.7,1.4,0.7,786,792,489,9.8,143,30,799,126.4,3.6,0.2,4.7,669,50.0,false,true,true,80,Dinner,Japan
7889,Greek Yogurt (Fried),,Dairy,International,250,343.6,17.4,14.0,13.0,11.8,7.1,1189,943,39,0.8,220,157,168,21.5,8.1,3.86,0.82,561,84.2,false,true,true,84,Dinner,Mexico
7890,Celery (Fresh),,Vegetable,International,180,69.2,3.5,13.3,0.5,5.2,12.5,755,825,441,3.5,198,0,162,61.5,1.4,1.65,0.7,661,40.5,true,true,true,59,Lunch,France
7891,Broccoli (Fried),,Vegetable,International,80,29.4,1.5,5.6,0.2,4.9,6.7,498,770,232,5.3,161,0,223,16.1,2.9,2.12,5.13,369,33.4,true,true,true,95,Breakfast,USA
7892,Carrot (Steamed),,Vegetable,International,180,62.6,3.9,14.2,0.5,2.8,17.9,793,479,35,2.8,103,0,492,116.5,8.1,3.13,5.97,355,34.6,true,true,true,75,Breakfast,Mexico
7893,Okra (Spicy),,Vegetable,International,200,64.4,3.7,12.7,0.6,5.5,8.4,78,445,240,3.1,82,0,708,2.6,6.6,2.47,5.32,650,21.6,true,true,true,66,Lunch,Turkey
7894,Molokhia (Steamed),,Egyptian,Egyptian,100,244.9,10.4,25.2,8.0,6.4,16.8,643,577,410,9.0,69,378,786,4.3,6.0,7.67,1.47,113,44.4,false,false,true,48,Breakfast,Egypt
7895,Roz Bel Laban (Traditional),,Egyptian,Egyptian,120,258.2,12.1,29.5,9.4,2.6,15.8,420,1017,65,5.8,207,37,1357,17.7,10.3,5.65,4.93,617,44.7,false,false,true,38,Snack,Egypt
7896,Greek Yogurt (Roasted),,Dairy,International,300,395.2,22.1,17.2,17.0,10.8,2.7,88,659,452,2.6,185,22,1318,110.2,5.0,6.45,5.27,206,21.0,false,true,true,38,Breakfast,Japan
7897,Shawarma Chicken (Boiled),,Egyptian,Egyptian,200,402.8,21.7,41.1,19.5,2.6,0.9,919,1167,223,6.8,116,122,1119,129.1,2.9,5.15,7.22,172,85.3,false,false,true,57,Breakfast,Egypt
7898,Cucumber (High Protein),,Vegetable,International,150,45.6,2.7,9.5,0.5,8.8,3.7,388,693,301,0.8,242,0,381,50.7,6.6,3.45,1.63,443,60.9,true,true,true,59,Breakfast,Mexico
7899,Pomegranate (Traditional),,Fruit,International,250,137.2,2.1,36.9,1.1,4.3,10.4,71,1058,171,5.3,222,0,120,34.4,2.5,5.29,1.17,586,77.5,true,true,true,90,Lunch,USA
7900,Tilapia (Traditional),,Protein,International,120,259.9,26.2,1.3,12.3,0.4,13.5,305,348,45,1.2,47,377,7,12.1,11.6,4.35,5.69,535,30.6,false,false,true,45,Dinner,USA
7901,Milk (High Protein),,Dairy,International,50,60.3,3.6,2.6,3.3,2.4,9.2,486,625,265,6.0,114,49,430,124.7,2.4,4.17,6.42,642,81.1,false,true,true,95,Lunch,Japan
7902,Mozzarella (With Vegetables),,Dairy,International,180,246.9,16.3,10.7,9.7,0.2,2.3,862,1068,83,2.3,128,190,21,91.1,10.4,4.11,5.54,415,51.9,false,true,true,78,Snack,Japan
7903,Lean Beef (Low Fat),,Protein,International,150,332.0,35.1,1.6,16.4,6.0,19.6,861,1155,133,5.5,116,21,861,147.4,6.4,7.53,7.49,654,20.9,false,false,true,32,Lunch,India
7904,Hawawshi (Homemade),,Egyptian,Egyptian,75,168.4,8.6,18.6,7.4,0.6,2.8,273,772,47,3.7,208,333,1493,131.1,5.2,4.03,2.22,468,36.5,false,false,true,55,Breakfast,Egypt
7905,Cucumber (With Rice),,Vegetable,International,100,34.9,2.0,7.9,0.3,2.6,11.6,975,966,348,0.9,166,0,213,44.5,5.0,4.54,5.88,462,69.4,true,true,true,85,Breakfast,Turkey
7906,Melon (With Vegetables),,Fruit,International,300,159.8,2.7,40.3,1.1,7.5,9.2,1067,1186,199,8.9,205,0,1180,121.1,8.7,3.83,3.5,28,56.3,true,true,true,22,Dinner,France
7907,Pasta (Low Fat),,Grains,International,120,232.6,6.6,44.5,2.7,5.8,5.7,327,483,312,1.9,5,0,1279,60.0,10.2,0.13,1.52,129,63.2,true,true,true,69,Lunch,Italy
7908,Brown Rice (Low Fat),,Grains,International,300,574.2,20.1,100.4,6.5,8.0,0.9,437,576,200,8.2,21,0,363,101.2,0.3,5.81,1.47,130,29.3,true,true,true,54,Dinner,Mexico
7909,Tilapia (Cooked),,Protein,International,180,343.9,49.5,1.7,16.2,4.9,4.0,495,903,350,4.6,76,135,864,2.6,10.5,3.73,1.55,468,78.7,false,false,true,22,Lunch,Mexico
7910,Cheddar Cheese (Traditional),,Dairy,International,200,240.2,17.5,11.8,11.4,3.5,9.8,887,1171,39,2.8,62,233,885,56.3,9.5,6.55,6.1,402,88.0,false,true,true,22,Snack,France
7911,Koshari (Spicy),,Egyptian,Egyptian,50,115.6,5.7,11.7,4.7,8.9,9.3,549,196,219,6.7,72,148,1332,138.3,10.4,6.53,6.03,162,53.4,false,false,true,69,Lunch,Egypt
7912,Salmon (Fresh),,Protein,International,80,162.0,16.6,0.9,9.1,5.0,2.8,65,188,89,9.2,175,252,306,88.1,0.7,2.91,6.52,326,92.0,false,false,true,55,Lunch,Turkey
7913,Walnuts (Premium),,Nuts,International,150,956.7,29.2,23.8,66.5,7.5,0.7,1174,770,18,7.9,172,83,357,98.5,5.8,4.88,6.66,41,23.7,true,true,true,70,Dinner,USA
7914,Pasta (Traditional),,Grains,International,150,302.1,9.8,54.5,2.8,1.5,6.7,128,583,493,3.3,86,0,143,109.8,2.2,7.14,7.91,670,60.4,true,true,true,53,Breakfast,Turkey
7915,Labneh (Spicy),,Dairy,International,120,126.6,8.9,6.3,6.3,11.4,10.4,1181,474,498,4.4,125,241,1433,90.5,3.9,3.43,1.39,269,25.7,false,true,true,50,Dinner,Italy
7916,Mozzarella (Raw),,Dairy,International,120,135.7,8.8,7.8,7.0,1.1,5.3,921,246,89,6.7,100,347,463,147.1,1.4,3.72,1.73,443,88.4,false,true,true,61,Lunch,Japan
7917,Peas (Grilled),,Vegetable,International,200,62.2,4.1,12.1,0.7,4.1,1.0,1032,954,345,6.6,165,0,409,139.7,9.8,2.21,2.94,379,23.8,true,true,true,33,Lunch,Mexico
7918,Mombar (Fried),,Egyptian,Egyptian,80,174.2,7.4,19.9,6.2,9.3,14.1,341,202,275,5.2,10,305,215,91.2,3.5,2.44,3.15,579,69.7,false,false,true,35,Breakfast,Egypt
7919,Pasta (Boiled),,Grains,International,50,97.2,3.3,19.7,1.1,4.5,19.5,1182,384,498,4.9,211,0,872,7.6,10.3,0.38,5.02,604,27.1,true,true,true,86,Dinner,Italy
7920,Cheddar Cheese (Roasted),,Dairy,International,100,103.0,8.8,5.4,6.6,3.7,16.2,803,152,482,6.2,97,65,1080,125.3,3.4,3.41,6.97,88,47.1,false,true,true,81,Snack,Mexico
7921,Egyptian Lentil Soup (Fried),,Egyptian,Egyptian,100,220.5,8.7,24.5,9.9,9.3,14.9,399,642,208,1.0,242,202,583,92.7,5.1,1.82,1.74,385,29.6,false,false,true,34,Lunch,Egypt
7922,Onion (Raw),,Vegetable,International,150,48.2,3.0,10.4,0.5,8.3,11.4,609,471,218,7.1,120,0,947,37.5,10.4,1.36,2.42,262,82.1,true,true,true,77,Breakfast,Italy
7923,Chicken Breast (With Vegetables),,Protein,International,180,397.6,40.2,1.7,20.2,7.6,14.8,224,628,42,9.7,127,256,972,76.1,8.3,2.9,5.27,248,87.8,false,false,true,22,Snack,USA
7924,Tilapia (Restaurant Style),,Protein,International,200,361.7,52.6,1.9,22.5,10.5,3.1,1106,1093,55,1.9,115,217,805,71.2,9.2,0.39,4.39,330,78.8,false,false,true,42,Lunch,France
7925,Plum (High Protein),,Fruit,International,250,145.6,2.7,36.3,1.1,10.1,16.3,926,770,384,9.0,175,0,332,86.2,2.7,6.48,4.42,554,84.2,true,true,true,55,Dinner,France
7926,Walnuts (Grilled),,Nuts,International,80,541.5,16.8,14.6,40.4,10.9,18.7,45,1034,232,8.7,54,80,662,140.3,9.7,2.85,5.51,275,75.8,true,true,true,54,Lunch,France
7927,Greek Yogurt (Fresh),,Dairy,International,100,103.3,7.8,5.2,6.9,11.9,13.6,632,247,24,8.7,44,55,775,115.8,7.5,2.93,5.31,502,55.7,false,true,true,27,Snack,Mexico
7928,Feta (Baked),,Dairy,International,80,106.9,5.7,4.4,4.5,0.2,15.4,531,967,37,4.3,33,49,339,31.7,9.9,2.53,7.77,178,42.9,false,true,true,77,Dinner,Mexico
7929,Cucumber (Spicy),,Vegetable,International,250,92.2,4.7,17.9,0.8,10.3,17.4,872,979,216,3.0,67,0,840,1.6,11.1,2.01,5.22,229,56.4,true,true,true,95,Snack,India
7930,Pear (Cooked),,Fruit,International,100,67.7,0.9,16.3,0.4,11.3,5.7,517,361,347,6.7,221,0,577,95.5,2.9,5.52,0.82,218,30.5,true,true,true,75,Snack,Turkey
7931,Okra (Steamed),,Vegetable,International,50,19.8,1.0,3.8,0.1,3.9,1.7,686,975,146,3.5,13,0,418,24.7,6.3,1.27,4.11,579,81.5,true,true,true,82,Breakfast,Japan
7932,Papaya (High Protein),,Fruit,International,80,42.8,0.9,12.9,0.3,0.6,5.0,431,782,46,7.2,39,0,363,27.7,11.0,5.11,5.79,330,90.0,true,true,true,34,Snack,Mexico
7933,Cheddar Cheese (Steamed),,Dairy,International,90,114.0,6.4,4.8,5.4,0.1,16.4,114,358,465,4.2,228,124,205,80.4,8.7,6.11,1.03,236,54.7,false,true,true,93,Dinner,Turkey
7934,Lamb (Restaurant Style),,Protein,International,300,631.2,75.9,2.7,27.1,6.6,5.2,668,500,120,4.1,49,40,32,42.5,9.4,2.6,0.32,113,75.5,false,false,true,61,Dinner,Japan
7935,Almonds (Baked),,Nuts,International,80,443.1,17.6,14.2,38.0,1.9,15.3,486,912,282,8.7,102,86,601,21.3,0.6,2.11,4.13,542,76.4,true,true,true,91,Lunch,Japan
7936,Hazelnuts (Raw),,Nuts,International,300,1758.3,52.3,55.1,128.4,1.9,1.8,299,1081,372,9.7,212,286,880,79.9,4.8,1.97,7.06,443,38.1,true,true,true,44,Breakfast,Turkey
7937,Quinoa (With Rice),,Grains,International,90,178.4,4.7,35.2,1.7,8.7,3.4,584,1091,85,6.8,192,0,867,1.9,3.3,4.62,3.09,218,47.1,true,true,true,41,Snack,USA
7938,Cottage Cheese (Raw),,Dairy,International,50,61.2,3.5,3.0,3.1,3.3,3.5,793,873,341,5.1,222,262,1200,43.7,0.1,2.4,4.79,637,46.0,false,true,true,68,Breakfast,Italy
7939,Shrimp (Fresh),,Protein,International,200,441.1,51.5,1.9,22.6,2.5,9.0,439,821,60,5.7,235,307,1354,7.6,8.5,2.59,4.34,514,42.4,false,false,true,62,Dinner,USA
7940,Apple (Raw),,Fruit,International,250,161.1,2.3,38.9,1.0,11.5,1.5,819,1011,149,4.4,184,0,1001,117.9,2.1,3.15,6.6,504,80.9,true,true,true,50,Snack,India
7941,Grilled Kofta (With Rice),,Egyptian,Egyptian,200,396.7,19.7,44.6,17.5,3.1,10.2,913,873,398,8.9,121,238,57,89.2,6.4,4.42,2.54,534,86.5,false,false,true,51,Snack,Egypt
7942,Oats (Raw),,Grains,International,150,251.1,9.6,49.5,3.1,1.5,12.0,728,317,73,0.5,152,0,919,40.9,3.2,1.28,1.27,439,52.6,true,true,true,95,Lunch,Japan
7943,Fig (Restaurant Style),,Fruit,International,180,98.9,2.0,27.6,0.8,7.6,5.1,820,1092,257,7.8,18,0,48,82.6,9.5,2.01,0.58,567,90.3,true,true,true,24,Breakfast,Turkey
7944,Labneh (Organic),,Dairy,International,75,100.5,5.4,4.6,4.7,6.5,16.8,914,204,156,4.2,124,365,457,88.6,1.4,1.39,2.45,361,66.8,false,true,true,66,Dinner,Japan
7945,Hazelnuts (With Sauce),,Nuts,International,250,1724.2,47.8,48.8,132.3,6.7,5.4,177,774,440,2.1,93,375,1091,94.6,1.8,5.07,7.92,25,36.9,true,true,true,82,Lunch,Japan
7946,Celery (Boiled),,Vegetable,International,180,56.0,3.2,10.7,0.5,5.0,7.1,375,879,147,1.0,99,0,758,144.8,9.5,6.2,2.25,103,73.3,true,true,true,71,Lunch,India
7947,Oats (Organic),,Grains,International,100,188.9,6.5,39.1,1.9,11.2,13.0,1020,1134,54,6.9,135,0,879,59.4,4.0,5.48,6.49,46,89.3,true,true,true,89,Dinner,Mexico
7948,Brown Rice (Restaurant Style),,Grains,International,50,98.1,2.7,16.4,1.0,5.9,18.7,187,660,185,5.1,39,0,792,102.8,1.3,4.96,1.89,399,31.8,true,true,true,30,Lunch,USA
7949,Greek Yogurt (Baked),,Dairy,International,100,108.6,8.4,5.7,5.9,4.9,1.2,953,804,221,8.4,114,30,198,117.8,11.9,6.94,3.38,302,41.4,false,true,true,65,Dinner,USA
7950,Tilapia (Fried),,Protein,International,300,618.3,77.5,2.8,34.2,1.8,16.9,549,732,353,2.8,181,288,895,72.1,8.1,7.61,5.57,310,62.7,false,false,true,49,Lunch,Italy
7951,Orange (Fresh),,Fruit,International,150,101.3,1.4,21.6,0.7,10.0,0.7,185,1107,380,3.1,157,0,1281,138.2,1.3,5.21,1.52,441,40.2,true,true,true,24,Dinner,Japan
7952,Lime (Baked),,Fruit,International,75,46.2,0.8,10.1,0.3,11.8,2.0,780,56,349,1.3,37,0,227,143.7,11.2,4.16,3.58,619,40.0,true,true,true,24,Dinner,Japan
7953,Mahshi Kromb (Traditional),,Egyptian,Egyptian,120,273.3,11.3,29.8,9.3,10.7,2.7,923,456,341,1.8,202,107,1435,86.0,6.1,3.72,7.92,371,70.7,false,false,true,61,Snack,Egypt
7954,Celery (Fried),,Vegetable,International,100,37.4,1.8,6.8,0.3,0.2,15.0,160,643,48,5.3,118,0,421,139.5,7.0,3.96,4.3,416,28.1,true,true,true,39,Dinner,Italy
7955,Brown Rice (Fresh),,Grains,International,300,608.1,15.3,112.5,5.9,11.1,3.7,1197,697,292,8.0,8,0,1094,76.6,3.0,7.67,6.88,256,29.7,true,true,true,94,Breakfast,Mexico
7956,Lamb (Low Fat),,Protein,International,80,143.3,21.3,0.9,8.4,8.2,3.0,215,706,154,0.2,207,174,1386,100.5,7.2,6.49,1.47,659,40.8,false,false,true,74,Snack,Mexico
7957,Hazelnuts (Steamed),,Nuts,International,75,496.7,15.7,15.4,35.0,9.2,14.4,587,1025,243,9.9,216,290,1398,22.8,0.4,1.7,4.55,201,67.7,true,true,true,54,Snack,Italy
7958,Celery (With Vegetables),,Vegetable,International,75,24.8,1.5,6.0,0.2,2.8,12.2,510,1027,491,7.4,73,0,1398,132.9,2.9,2.09,0.95,603,22.6,true,true,true,55,Breakfast,Italy
7959,Celery (Traditional),,Vegetable,International,200,62.0,4.2,14.2,0.7,5.0,13.3,21,818,205,9.9,108,0,1071,59.8,9.2,7.12,7.43,672,46.5,true,true,true,58,Breakfast,USA
7960,Bulgur (Fried),,Grains,International,50,96.1,3.3,15.0,1.1,1.9,9.7,726,729,104,4.7,215,0,1108,19.5,11.8,0.61,2.44,667,20.3,true,true,true,63,Lunch,France
7961,Mango (With Sauce),,Fruit,International,100,67.8,1.0,15.6,0.4,1.1,18.9,474,826,182,4.7,13,0,189,131.6,11.2,3.3,0.76,276,36.2,true,true,true,92,Snack,Italy
